,question,contexts,ground_truth,evolution_type,metadata,episode_done
36,"How can individuals under 21 get prescription drugs covered by California Children's Services through California Health & Wellness, and what steps are needed for proper authorization and fulfillment at a pharmacy?","['If you are \nunder the age of 21 years, the formula might be covered by California Children’s Services. Your \ndoctor must first get a prior authorization from California Health & Wellness. If approved, you \ncan get your formula with a prescription at a pharmacy that works with California Health & \nWellness. See Section 5 about “How to Obtain Prescription Drugs” in this handbook for special \ndetails on the prior authorization process. Eye Glasses, Contact Lenses, Low Vision Aids, Prosthetic Eyes, and Other Eye Appliances  \n \nWe cover these items once every two (2) years. You must get approval from your PCP and \nCalifornia Health & Wellness, first. Eyeglass frames, lenses and contact lenses are covered for \nMembers up to 21 years of age. ', '\uf0b7 Make sure you give the pharmacy your correct address and phone number. \uf0b7 Make sure the pharmacy knows about all medications you are taking and any allergies \nyou have to any medicine. \uf0b7 If you have any questions about your prescriptions(s), make sure you ask the \npharmacist. For New Prescriptions: \n \nIf you are filling a prescription for the first time, you must get your prescribed drugs from a \npharmacy that works with California Health & Wellness. California Health & Wellness provides \nprescriptions for our Members through pharmacies that are contracted with US Script. You can \nfind a list of pharmacies and their hours of operation in the California Health & Wellness printed \nProvider Directory or to find pharmacies near you, call Member Services at 1-877-658-0305 (For \nTTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-\n658-0305). You can also search for pharmacies near you and their hours of operation by using \nthe Find a Provider tool at www.CAHealthWellness.com. For Prescription Refills: \n \nCalifornia Health & Wellness allows a 30-day supply of your prescription drugs at a time. You \ncan get a 90-day supply of oral contraceptives at a time. For refills of your covered medications, \nyou can go to a pharmacy that works with California Health & Wellness. When do I need approval for a prescription to be filled? Some drugs on the PDL have limits or require prior approval before your prescription can be \nfilled. Drugs not on the PDL also require a prior approval. If your doctor feels you have a \nmedical reason to get the drug, they can ask California Health & Wellness for coverage  \n']","If you are under the age of 21 years, the formula might be covered by California Children’s Services. Your doctor must first get a prior authorization from California Health & Wellness. If approved, you can get your formula with a prescription at a pharmacy that works with California Health & Wellness. See Section 5 about “How to Obtain Prescription Drugs” in this handbook for special details on the prior authorization process.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 63, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 36, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
37,"What steps are needed before contacting the California DMHC about a health plan issue, and when can you skip the plan's process per DMHC guidelines?","["" \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n107 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nrequest, if criteria are met. We will inform you in writing if the review period needs to be \nextended and let you know what additional information is needed. California Health & Wellness \nwill make reasonable efforts to contact you by phone if your appeal is denied. You will also \nreceive a letter telling the reason for the decision and what to do if you don’t like the decision. Getting Help from the Department of Managed Health Care (DMHC) \n \nThe California Department of Managed Health Care is responsible for regulating health care \nservice plans. If you have a grievance against your health plan, you should first telephone your \nhealth plan at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide \nthe 1-877-658-0305 number) and use your health plan's grievance process before contacting the \ndepartment. Utilizing this grievance procedure does not prohibit any potential legal rights or \nremedies that may be available to you. If you need help with a grievance involving an \nemergency, a grievance that has not been satisfactorily resolved by your health plan, or a \ngrievance that has remained unresolved for more than 30 days, you may call the department for \nassistance. You may also be eligible for an Independent Medical Review (IMR). If you are \neligible for IMR, the IMR process will provide an impartial review of medical decisions made by \na health plan related to the medical necessity of a proposed service or treatment, coverage \ndecisions for treatments that are experimental or investigational in nature and payment disputes \nfor emergency or urgent medical services. The department also has a toll-free telephone number \n(1-888-HMO-2219) and a TDD line (1-877-688-9891) for the hearing and speech impaired. The \ndepartment's Internet Web site http://www.hmohelp.ca.gov has complaint forms, IMR \napplication forms and instructions online. You cannot ask for an IMR if you already had a State Fair Hearing on the same issue. For most grievances, members may ask the Department of Managed Health Care (DMHC) for an \nIMR after going through the Plan’s grievance process for 30 days or 3 days for urgent cases. An \nIMR is a review of your case by doctors who are not part of California Health & Wellness. If the \nIMR is decided in your favor, we must give you the service or treatment you asked for."", ' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n108 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nThe DMHC does not require you to go through the Plan’s grievance process in certain cases. These cases include: \n \n\uf0b7 There is a potential loss of life, limb or major bodily function; \n\uf0b7 Serious pain; or \n\uf0b7 Immediate and serious deterioration of your health. You can ask for an IMR from the DMHC if California Health & Wellness: \n\uf0a7 Denies, changes, or delays a service or treatment because it has been determined \nas not medically necessary. \uf0a7 Will not cover an experimental or investigational treatment for a serious medical \ncondition. In this case, you do not have to go through the Plans’ grievance process \nfirst. \uf0a7 Will not pay for emergency or urgent medical services that you have already \nreceived.” \n \nGetting Help from the Office of the Ombudsman \n \nYou can call the Medi-Cal Managed Care Office of the Ombudsman for help with grievances. The Office of the Ombudsman was created to help Medi-Cal beneficiaries fully use their rights \nand responsibilities as Members of a managed care plan. To find out more, call toll-free: 1-888-\n452-8609.']","Before contacting the California DMHC about a health plan issue, individuals should first telephone their health plan at 1-877-658-0305 and use the health plan's grievance process. However, certain cases do not require going through the plan's grievance process, such as when there is a potential loss of life, limb, or major bodily function, serious pain, or immediate and serious deterioration of health.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 107, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 108, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
38,How does sharing health records by California Health & Wellness help public health and disaster relief?,"['For example, if you are \nin the hospital, we may give them your records sent to us by your doctor. \uf0b7 To help manage your healthcare. For example, we might talk to your doctor about a \ndisease or wellness program that could help improve your health. \uf0b7 To help resolve any appeals or grievances filed by you or a healthcare provider with \nCalifornia Health & Wellness or the State of California. \uf0b7 To assist others who help us provide your health services. We will not share your \nrecords with these outside groups unless they agree to protect your records. \uf0b7 For public health or disaster relief efforts. \uf0b7 To remind you if you have a doctor’s visit coming up. \uf0b7 To give you information about other healthcare treatments and programs, such as how \nto stop smoking or lose weight. State and federal laws may call for us to give your health records to others for the following \nreasons: \n \n\uf0b7 To state and federal agencies that oversee California Health & Wellness, such as \nDHCS or the U.S. Department of Health and Human Services.']","Sharing health records by California Health & Wellness can help in public health and disaster relief efforts by providing crucial information to authorities and organizations involved in managing and responding to health crises or disasters. This data can aid in coordinating relief efforts, identifying at-risk populations, and implementing targeted interventions to mitigate the impact of emergencies on public health.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 130, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
39,How can I confirm new providers for California Health & Wellness and find resources for help?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n16 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nBecause California Health & Wellness is always working to have the most complete provider \nnetwork to serve all of our Members, please check the Find a Provider tool on our website at \nwww.CAHealthWellness.com to see if new providers have been added. What happens if I don’t choose a PCP? If you do not choose a PCP within 30 days after you enroll, California Health & Wellness will \nchoose a PCP on your behalf. The PCP’s name and phone number will be on your California \nHealth & Wellness Member ID card. If you do not want that PCP, call Member Services at 1-\n877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member \nServices number: 1-877-658-0305) right away to choose another PCP. When and how can I change my PCP? We encourage you to have a close relationship with your PCP. You can change your PCP at any \ntime if: \n \n\uf0b7 You are not satisfied with your PCP’s services \n\uf0b7 You want the same or different PCP as other family members \n\uf0b7 Your PCP is no longer in your area \n\uf0b7 Your PCP does not provide the services you seek because of religious or moral \nreasons  \nYou must notify us when you change your PCP. Before you see another PCP, you must let us \nknow. You can do this by calling Member Services at 1-877-658-0305 (For TTY, contact \nCalifornia Relay by dialing 711 and provide the Member Services number: 1-877-658-0305), \nwriting us a letter or by using the secure online Member health account at \nwww.CAHealthWellness.com. Sometimes your PCP may ask that you be assigned to another PCP.', ' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n87 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nSection 9: Resources to Help Answer Your Questions \n \nWe are here to help you. Our Member Services Department will tell you how California Health \n& Wellness works and how to get the care you need. The Member Services call center can help \nyou to: \n \n\uf0b7 Find a PCP \n\uf0b7 Schedule an appointment with your PCP \n\uf0b7 Obtain a new Member ID card \n\uf0b7 Obtain information about covered and non-covered benefits \n\uf0b7 Understand how to file grievance or appeal \n\uf0b7 Obtain a list of health plan providers \n\uf0b7 Report potential fraud issues \n\uf0b7 Request new member materials \n\uf0b7 Obtain information about case management \n  \nCall Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and \nprovide the Member Services number: 1-877-658-0305). We are open Monday through Friday, \nfrom 8 a.m.']","To confirm new providers for California Health & Wellness, you can check the Find a Provider tool on the website www.CAHealthWellness.com. Additionally, for resources and help, you can contact the Member Services Department by calling 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). The Member Services call center can assist you in finding a PCP, scheduling appointments, obtaining a new Member ID card, understanding covered benefits, filing grievances or appeals, obtaining provider lists, reporting fraud issues, requesting new member materials, and obtaining information about case management.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 16, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 87, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
40,How can I get help with California Health & Wellness and accessing care?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n16 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nBecause California Health & Wellness is always working to have the most complete provider \nnetwork to serve all of our Members, please check the Find a Provider tool on our website at \nwww.CAHealthWellness.com to see if new providers have been added. What happens if I don’t choose a PCP? If you do not choose a PCP within 30 days after you enroll, California Health & Wellness will \nchoose a PCP on your behalf. The PCP’s name and phone number will be on your California \nHealth & Wellness Member ID card. If you do not want that PCP, call Member Services at 1-\n877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member \nServices number: 1-877-658-0305) right away to choose another PCP. When and how can I change my PCP? We encourage you to have a close relationship with your PCP. You can change your PCP at any \ntime if: \n \n\uf0b7 You are not satisfied with your PCP’s services \n\uf0b7 You want the same or different PCP as other family members \n\uf0b7 Your PCP is no longer in your area \n\uf0b7 Your PCP does not provide the services you seek because of religious or moral \nreasons  \nYou must notify us when you change your PCP. Before you see another PCP, you must let us \nknow. You can do this by calling Member Services at 1-877-658-0305 (For TTY, contact \nCalifornia Relay by dialing 711 and provide the Member Services number: 1-877-658-0305), \nwriting us a letter or by using the secure online Member health account at \nwww.CAHealthWellness.com. Sometimes your PCP may ask that you be assigned to another PCP.', ' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n87 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nSection 9: Resources to Help Answer Your Questions \n \nWe are here to help you. Our Member Services Department will tell you how California Health \n& Wellness works and how to get the care you need. The Member Services call center can help \nyou to: \n \n\uf0b7 Find a PCP \n\uf0b7 Schedule an appointment with your PCP \n\uf0b7 Obtain a new Member ID card \n\uf0b7 Obtain information about covered and non-covered benefits \n\uf0b7 Understand how to file grievance or appeal \n\uf0b7 Obtain a list of health plan providers \n\uf0b7 Report potential fraud issues \n\uf0b7 Request new member materials \n\uf0b7 Obtain information about case management \n  \nCall Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and \nprovide the Member Services number: 1-877-658-0305). We are open Monday through Friday, \nfrom 8 a.m.']","You can get help with California Health & Wellness and accessing care by contacting the Member Services Department. They can assist you in finding a PCP, scheduling appointments, obtaining a new Member ID card, understanding covered benefits, filing grievances or appeals, obtaining provider lists, reporting fraud issues, requesting new member materials, and getting information about case management. You can reach Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305) from Monday to Friday, starting at 8 a.m.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 16, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 87, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
41,When does California Health & Wellness need to authorize hospitalization and what to do if referred to another specialist?,"['We \nwill let you know the reason we cannot make a decision yet. Also, we will let you know when \nwe expect to be able to make the decision. Some of the reasons we would need more time to \nmake a decision may include, but are not limited to: \n \n\uf0b7 We need more information from your doctor. \uf0b7 You may to get more tests done. \uf0b7 We want to consult with another doctor. Once we get all of the information we need, we will make a decision within the timeframes \nshown above. NOTE: If your specialist refers you to another specialist, your may need to obtain authorization \nby California Health & Wellness and your PCP. When do I need California Health & Wellness to approve/authorize my care? You have to get California Health & Wellness approval for: \n \n\uf0b7 Hospitalization (but not for emergency and urgent care services) \n\uf0b7 Services out of the California Health & Wellness service area  (but not for emergency \nand urgent care services) \n', 'Your doctor will give us information about why you need the service. California Health & \nWellness will look to see if the service is covered and that it is appropriate. We will make a decision regarding your provider’s request for authorization as soon as possible \nbased upon your medical condition, and no longer than five (5) business days from receiving the \nrequest and all of the necessary clinical information. However, if the request is urgent, we will \nmake a decision within 72 hours of the receipt of the request. If we are not able to make a \ndecision within these timeframes, we will send you a letter. We will let you know the reason we \ncannot make a decision yet. Also, we will let you know when we expect to be able to make the \ndecision. Some of the reasons we would need more time to make a decision include: \n\uf0b7 We need more information from your doctor. \uf0b7 You may to get more tests done. \uf0b7 We want to consult with another doctor. Once we get all of the information we need, we \nwill make a decision within the timeframes shown above   \n \nWe will let you and your doctor know if the service is approved or denied. We will send you a \nletter within two (2) business days after we make our decision. We will let your doctor know \nwithin 24 hours after we make the decision. If you or your doctor are not happy with the \n']","California Health & Wellness needs to authorize hospitalization and services out of their service area, but not for emergency and urgent care services. If referred to another specialist, you may need to obtain authorization from California Health & Wellness and your PCP.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 22, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 23, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
42,What's the contact number for the California Smokers' Helpline supporting pregnant women quitting smoking?,"['Please see the “How to Obtain Prescription \nDrugs” section of this handbook to learn about getting prior approval. Pregnant Tobacco Users \nTobacco cessation medications are not recommended while you are pregnant. If you use tobacco \nand are pregnant, you can use the counseling services or call any of the resources listed below to \nhelp you quit. Quitlines and Resources \n\uf0b7 California Smokers’ Helpline: 1-800-NO-BUTTS \n\uf0b7 California Health & Wellness Tobacco Cessation Program: 1-877-658-0305 \n \n \n \n', 'Our case \nmanagement staff can answer questions and give you support if you are having a problem. We \ncan even arrange for a home visit by our MemberConnections team, if needed. If you are pregnant and smoke cigarettes, California Health & Wellness can help you stop \nsmoking. We have a special smoking cessation program for pregnant women that is available at \nno cost to you. The program has trained healthcare clinicians who are ready to build one-to-one \ncontacts with you. They will provide education, counseling and the support you need to help you \nquit smoking. Working as a team over the telephone, you and your health coach can develop a \nplan to make changes in your behavior and lifestyle. These coaches will encourage and motivate \nyou to stop smoking. We have many ways to help you have a healthy pregnancy.']",The contact number for the California Smokers' Helpline supporting pregnant women quitting smoking is 1-800-NO-BUTTS.,multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 74, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 95, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
43,How to find the latest list of providers in the California Health & Wellness network for choosing a PCP?,"[' \nCalifornia Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 \n1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealthWellness.com \n15 \n \nMember Handbook \nCombined Evidence of \nCoverage & Disclosure Form \nAt California Health & Wellness, we want to make it easy for you to find a PCP to match your \nhealth care needs. Here are three (3) simple ways to find a provider in our network: \n \n1. Online. You can use our Find a Provider tool on our website at \nwww.CAHealthWellness.com. This is our most updated list of providers. 2.']",You can find the latest list of providers in the California Health & Wellness network for choosing a PCP by using the 'Find a Provider' tool on the www.CAHealthWellness.com website. This tool provides the most updated list of providers in the network.,multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 15, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
44,"How does California Health & Wellness inform about service approval or denial, considering decision timeframes and provider information needs?","['Your doctor will give us information about why you need the service. California Health & \nWellness will look to see if the service is covered and that it is appropriate. We will make a decision regarding your provider’s request for authorization as soon as possible \nbased upon your medical condition, and no longer than five (5) business days from receiving the \nrequest and all of the necessary clinical information. However, if the request is urgent, we will \nmake a decision within 72 hours of the receipt of the request. If we are not able to make a \ndecision within these timeframes, we will send you a letter. We will let you know the reason we \ncannot make a decision yet. Also, we will let you know when we expect to be able to make the \ndecision. Some of the reasons we would need more time to make a decision include: \n\uf0b7 We need more information from your doctor. \uf0b7 You may to get more tests done. \uf0b7 We want to consult with another doctor. Once we get all of the information we need, we \nwill make a decision within the timeframes shown above   \n \nWe will let you and your doctor know if the service is approved or denied. We will send you a \nletter within two (2) business days after we make our decision. We will let your doctor know \nwithin 24 hours after we make the decision. If you or your doctor are not happy with the \n', 'We \nwill let you know the reason we cannot make a decision yet. Also, we will let you know when \nwe expect to be able to make the decision. Some of the reasons we would need more time to \nmake a decision may include, but are not limited to: \n \n\uf0b7 We need more information from your doctor. \uf0b7 You may to get more tests done. \uf0b7 We want to consult with another doctor. Once we get all of the information we need, we will make a decision within the timeframes \nshown above. NOTE: If your specialist refers you to another specialist, your may need to obtain authorization \nby California Health & Wellness and your PCP. When do I need California Health & Wellness to approve/authorize my care? You have to get California Health & Wellness approval for: \n \n\uf0b7 Hospitalization (but not for emergency and urgent care services) \n\uf0b7 Services out of the California Health & Wellness service area  (but not for emergency \nand urgent care services) \n']","California Health & Wellness informs about service approval or denial by making a decision based on the medical condition within specific timeframes. If more time is needed, they will communicate the reasons for the delay and provide an expected timeline. Reasons for delay may include the need for more information from the doctor, additional tests, or consultation with another doctor. Once a decision is made, they will notify the individual and their doctor within specified timeframes.",multi_context,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 23, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}, {'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 22, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
45,What service is available through the 24-hour Nurse Line?,"['to 5 p.m. Calls received after business hours are sent directly to 24-hour Nurse Line \n(see 24-hour Nurse Line description below). 24-hour Nurse Line nurses are available 24 hours a \nday, 7 days a week. California Health & Wellness Website \n \nThe California Health & Wellness website can be found at www.CAHealthWellness.com. It has \nhelpful resources and information such as: \n \n\uf0b7 Member Handbook \n\uf0b7 Find a Provider tool \n\uf0b7 Current news and events \n\uf0b7 Member self-service features \n\uf0b7 Online appeal or grievance submission \n\uf0b7 Commonly used forms \n\uf0b7 Health education library \n \n \n \n']","24-hour Nurse Line nurses are available 24 hours a day, 7 days a week.",reasoning,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 87, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
46,What emergency medical services does California Health & Wellness cover without approval and at no cost?,"['If you think you have a health emergency, call 911. You are not required to call your \ndoctor before you go to the emergency room. Do not use the emergency room for routine \n(regular) healthcare. California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, \nwhether provided inside or outside of the California Health & Wellness service area. Emergency \nservices do not need approval from California Health & Wellness and are provided at no cost to \nyou. Emergency services include treatment of an injury or an onset of what reasonably appears to be \nan emergency medical condition. An emergency arises when the lack of medical attention could \nbe expected to result in jeopardy to your health or, in the case of a pregnant woman, the health of \nher unborn child. It is okay if the hospital does not belong to the California Health & Wellness network. You can \nuse any hospital if it is an emergency. You or someone acting on your behalf MUST call your \nPCP and California Health & Wellness within 24 hours of admission or as soon as reasonably \npossible. This helps your PCP to provide or arrange for any follow-up care that you may need. We will help you get follow-up care. Call Member Services at 1-877-658-0305 (For TTY, \ncontact California Relay by dialing 711 and provide the Member Services number: 1-877-658-\n0305). ']","California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, whether provided inside or outside of the California Health & Wellness service area. Emergency services do not need approval from California Health & Wellness and are provided at no cost to you.",reasoning,"[{'source': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'file_path': 'docs/CHW_EOC_04-21-2017_ENG.pdf', 'page': 27, 'total_pages': 134, 'format': 'PDF 1.5', 'title': '', 'author': 'PTN Consulting', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Word 2013', 'producer': 'Microsoft® Word 2013', 'creationDate': ""D:20170421101839-07'00'"", 'modDate': ""D:20170421103401-07'00'"", 'trapped': ''}]",True
