,question,contexts,answer,ground_truth,answer_correctness,answer_relevancy,context_precision,context_recall,faithfulness
35,"Why is it recommended to have a dental checkup before getting pregnant, given the significance of early medical visits and healthy habits during pregnancy?","[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Section 4: How to Obtain Care\n\nWhen you enroll in California Health & Wellness, you will receive a California Health & Wellness Member ID card within seven (7) calendar days of enrollment. Please show this card every time you go for any service under the California Health & Wellness program. You should keep this card with you at all times. This card is proof that you are enrolled with California Health & Wellness. The California Health & Wellness Member ID card will show your name, Medi-Cal ID#, and PCP name and number. If you do not get your California Health & Wellness Member ID card within a few weeks after you join our health plan, please call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). We will send you another card.\n\n### How do I get care from my PCP?\n\nYour PCP's name and phone number will be on your California Health & Wellness Member ID card. Call your PCP during his/her business hours to schedule your annual checkup or when you are feeling sick.\n\n### Making Your First Doctor's Appointment\n\nOnce you choose a PCP, make an appointment within 120 days (which is about 4 months) of enrolling for your first checkup. For children ages 18 months or younger, this appointment should be made within 60 days (which is about 2 months) of enrolling. This first checkup is called an “Initial Health Assessment.” As this first visit, your PCP will also check to see if you need to see a dentist. If needed, your PCP will refer you to Denti-Cal which is California's fee- for-service dental provider. This first checkup will give you and your doctor a chance to get to know each other. Your doctor can give you medical care, advice and information about your health. Call your PCP's office to schedule your first checkup. Don't wait until you are sick. Remember to take your California Health & Wellness Member ID card with you every time you go to the doctor's office. If you have difficulty getting an appointment with or seeing your doctor, please call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 19""]","The provided document focuses on the enrollment process and how to access care through the California Health & Wellness plan. It does not mention any recommendations for dental checkups before pregnancy.  To get information about dental care and pregnancy, you should consult with your doctor or a qualified healthcare professional. They can provide personalized advice based on your individual health needs and circumstances. 
","Having a dental checkup before getting pregnant is recommended to ensure that your oral health is in good condition before pregnancy. This is important because hormonal changes during pregnancy can affect your oral health, and addressing any dental issues beforehand can help prevent potential complications. Additionally, maintaining good oral health is essential for overall health and well-being during pregnancy.",0.5758476587350037,0.0,0.0,0.0,0.5
36,"How can individuals under 21 get prescription drugs covered by California Children's Services through California Health & Wellness, and what steps are needed for proper authorization and fulfillment at a pharmacy?","[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness threatening condition, or when its use is considered safe and effective based on medical research.)\n\n## What if I need drugs from a specialty pharmacy?\n\nCertain drugs are only covered when they are supplied by a specialty pharmacy provider. These drugs require prior approval before your prescription can be filled. The pharmacy will inform your doctor if the drug you need requires prior approval.\n\n### Pharmacy Home Program\n\nCalifornia Health & Wellness reviews our members' prescription history. We do this to make sure the pharmacy benefit is being used as it should be and to help keep members safe. If we find that that you filled three (3) prescriptions for narcotic pain medication monthly, prescribed by three (3) different prescribers for three (3) straight months, you may get a letter from California Health & Wellness to let you know that you could be enrolled in the Pharmacy Home Program. If you fill three (3) prescriptions for narcotic pain medication monthly, prescribed by three (3) different prescribers for the next three (3) straight months, we may assign you to a pharmacy to fill all of your non-emergency drugs for 12 months. This will be your Pharmacy Home. You may request to change your assigned pharmacy. If you have questions about the Pharmacy Home Program, please call Member Services at 1- 877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305.)\n\n### What is California Children's Services Program?\n\nCalifornia Children's Services (CCS) is a state program for children with certain diseases or health problems. Through this program, children can get the healthcare and services they need. CCS will connect you with doctors and trained health care people who know how to care for your child with special health care needs.\n\n### Qualifying for CCS\n\nChildren quality for the program if they: California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 38""]","The California Health & Wellness plan doesn't directly cover prescription drugs for individuals under 21 through the California Children's Services (CCS) program. CCS is a separate state program that provides healthcare and services to children with specific diseases or health problems. To access prescription drug coverage through CCS, individuals under 21 must qualify for the program based on their medical condition.  You can find more information about CCS eligibility and enrollment by contacting the California Department of Health Care Services or visiting their website. 
","If you are under the age of 21 years, the formula might be covered by California Children’s Services. Your doctor must first get a prior authorization from California Health & Wellness. If approved, you can get your formula with a prescription at a pharmacy that works with California Health & Wellness. See Section 5 about “How to Obtain Prescription Drugs” in this handbook for special details on the prior authorization process.",0.473015092835175,0.9294521983490748,0.9999999999,0.75,0.4444444444444444
37,"What steps are needed before contacting the California DMHC about a health plan issue, and when can you skip the plan's process per DMHC guidelines?","[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness request, if criteria are met. We will inform you in writing if the review period needs to be extended and let you know what additional information is needed. California Health & Wellness will make reasonable efforts to contact you by phone if your appeal is denied. You will also receive a letter telling the reason for the decision and what to do if you don't like the decision.\n\n## Getting Help from the Department of Managed Health Care (DMHC)\n\nThe California Department of Managed Health Care is responsible for regulating health care service plans. If you have a grievance against your health plan, you should first telephone your health plan at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number) and use your health plan's grievance process before contacting the department. Utilizing this grievance procedure does not prohibit any potential legal rights or remedies that may be available to you. If you need help with a grievance involving an emergency, a grievance that has not been satisfactorily resolved by your health plan, or a grievance that has remained unresolved for more than 30 days, you may call the department for assistance. You may also be eligible for an Independent Medical Review (IMR). If you are eligible for IMR, the IMR process will provide an impartial review of medical decisions made by a health plan related to the medical necessity of a proposed service or treatment, coverage decisions for treatments that are experimental or investigational in nature and payment disputes for emergency or urgent medical services. The department also has a toll-free telephone number (1-888-HMO-2219) and a TDD line (1-877-688-9891) for the hearing and speech impaired. The department's Internet Web site http://www.hmohelp.ca.gov has complaint forms, IMR application forms and instructions online. You cannot ask for an IMR if you already had a State Fair Hearing on the same issue. For most grievances, members may ask the Department of Managed Health Care (DMHC) for an IMR after going through the Plan's grievance process for 30 days or 3 days for urgent cases. An IMR is a review of your case by doctors who are not part of California Health & Wellness. If the IMR is decided in your favor, we must give you the service or treatment you asked for. You pay no costs for an IMR. An IMR request must be filed within six months of our written response to your grievance.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com107""]","Before contacting the California Department of Managed Health Care (DMHC) about a health plan issue, you must first utilize the health plan's grievance process by calling 1-877-658-0305. You can skip the plan's process and contact the DMHC directly if your grievance involves an emergency, has not been resolved satisfactorily by the plan, or has remained unresolved for more than 30 days. 
","Before contacting the California DMHC about a health plan issue, individuals should first telephone their health plan at 1-877-658-0305 and use the health plan's grievance process. However, certain cases do not require going through the plan's grievance process, such as when there is a potential loss of life, limb, or major bodily function, serious pain, or immediate and serious deterioration of health.",0.7793303966580923,0.9203471056812869,0.9999999999,1.0,1.0
38,How does sharing health records by California Health & Wellness help public health and disaster relief?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • To help pay your medical bills given to us by healthcare providers. • To help your healthcare providers give you the proper care. For example, if you are • • • • • • in the hospital, we may give them your records sent to us by your doctor. To help manage your healthcare. For example, we might talk to your doctor about a disease or wellness program that could help improve your health. To help resolve any appeals or grievances filed by you or a healthcare provider with California Health & Wellness or the State of California. To assist others who help us provide your health services. We will not share your records with these outside groups unless they agree to protect your records. For public health or disaster relief efforts. To remind you if you have a doctor's visit coming up. To give you information about other healthcare treatments and programs, such as how to stop smoking or lose weight.\n\n## State and federal laws may call for us to give your health records to others for the following reasons:\n\n• To state and federal agencies that oversee California Health & Wellness, such as DHCS or the U.S. Department of Health and Human Services. • • For public health actions. For example, the FDA may need to check or track medicines and medical device problems. To public health groups if we believe there is a serious public health or safety threat. • To a health agency for certain activities. This might include audits, inspections, and licensure or enforcement actions. • To a court or administrative agency. • To law enforcement. For example, records may be used to identify or find someone who is a suspect, fugitive, material witness or missing person. • To a government person about child abuse, neglect or violence in your home. • To a coroner or medical examiner to identify a dead person or help find a cause of death. These may be needed by a funeral director to help them carry out their duties. • For organ transplant purposes. • For special government roles, such as military and veteran activities, national security and intelligence activities, and to help protect the President and others.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 130""]","Sharing health records by California Health & Wellness for public health or disaster relief efforts is essential for protecting the community. This information can be used to track outbreaks of diseases, identify potential health risks, and coordinate relief efforts during emergencies. For example, in the case of a natural disaster, your health records could be used to locate and provide medical assistance to those in need. 
","Sharing health records by California Health & Wellness can help in public health and disaster relief efforts by providing crucial information to authorities and organizations involved in managing and responding to health crises or disasters. This data can aid in coordinating relief efforts, identifying at-risk populations, and implementing targeted interventions to mitigate the impact of emergencies on public health.",0.7741984567766131,0.9783281833716634,0.9999999999,0.5,0.8333333333333334
39,How can I confirm new providers for California Health & Wellness and find resources for help?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness At California Health & Wellness, we want to make it easy for you to find a PCP to match your health care needs. Here are three (3) simple ways to find a provider in our network: 1. Online. You can use our Find a Provider tool on our website at www.CAHealthWellness.com. This is our most updated list of providers. 2. By Phone. You can call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877- 658-0305) and we can help you find a doctor. 3. In a Printed Provider Directory. You can use the printed Provider Directory that was in your new Member packet or you can request a copy, at no charge, by calling Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). The Find a Provider tool at www.CAHealthWellness.com and printed Provider Directory includes information about PCPs, specialists, family planning providers, pharmacies, FQHCs, Rural Health Centers and hospitals. Both are available free of charge and contain the names, location, office hours and telephone numbers of providers contracted with California Health & Wellness. They also contain information on whether the provider and/or his/her staff speak languages other than English. The Find a Provider tool and printed Provider Directory show you which providers are taking new patients. Providers who are not accepting new patients are marked as not accepting new patients. If you were with a provider before you enrolled in our health plan, that provider may let you continue as a patient. If a PCP's office is closed to new patients, you will have to select another PCP. This information changes often. You can call a provider to see if he/she is taking new patients or call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). We will help you find a doctor. If your doctor is not with us yet, let us know. We will work to get them added to our network. If at any time you have questions or want to know more about the professional qualifications of network doctors and specialists, such as their medical school, residency completed and board certification status, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 15""]","You can confirm new providers for California Health & Wellness by using the Find a Provider tool on their website at www.CAHealthWellness.com. This tool is the most updated list of providers and will show you which providers are accepting new patients. You can also call Member Services at 1-877-658-0305 for assistance in finding a provider. 
","To confirm new providers for California Health & Wellness, you can check the Find a Provider tool on the website www.CAHealthWellness.com. Additionally, for resources and help, you can contact the Member Services Department by calling 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). The Member Services call center can assist you in finding a PCP, scheduling appointments, obtaining a new Member ID card, understanding covered benefits, filing grievances or appeals, obtaining provider lists, reporting fraud issues, requesting new member materials, and obtaining information about case management.",0.7402805257829983,0.9763731281060618,0.9999999999,0.6666666666666666,1.0
40,How can I get help with California Health & Wellness and accessing care?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • Receive emergency or urgently needed services outside the California Health & Wellness network or when authorized by California Health & Wellness. • Receive emergency care whenever necessary and wherever you need it. • Receive Sensitive Services such as family planning or mental healthcare in a confidential way. • Access minor consent services. • Choose a primary care provider within the California Health & Wellness network. To have a confidential relationship with your provider. • • Receive information from California Health & Wellness that you can understand. • Upon request, receive Member information materials in alternative formats including Braille, large print and audio. • Make recommendations about California Health & Wellness's Member rights and responsibilities policies. • Participate with your providers and other practitioners in decision-making about your own healthcare. • Talk openly with your provider and other practitioners about your medical condition and appropriate or medically necessary treatment options for your condition, regardless of the cost or what your benefits are. • Decide about your care, including the decision to stop treatment or services, or stop participating in health management programs. • Decide in advance how you want to be cared for in case you have a life-threatening illness or injury.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com111""]","You can reach out to California Health & Wellness directly by calling 1-877-658-0305. They can assist you with accessing care and answer any questions you may have about your health plan. You can also visit their website at www.CAHealthWellness.com for additional information and resources. 
","You can get help with California Health & Wellness and accessing care by contacting the Member Services Department. They can assist you in finding a PCP, scheduling appointments, obtaining a new Member ID card, understanding covered benefits, filing grievances or appeals, obtaining provider lists, reporting fraud issues, requesting new member materials, and getting information about case management. You can reach Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305) from Monday to Friday, starting at 8 a.m.",0.5310108150576304,0.9651763762249304,0.9999999999,1.0,0.75
41,When does California Health & Wellness need to authorize hospitalization and what to do if referred to another specialist?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness California Health & Wellness will allow your PCP to give a referral for ongoing care (called a “standing referral”) to a specialist in the California Health & Wellness network when: • The specialist in the California Health & Wellness network agrees to a treatment plan for you. • The specialist provides your PCP with updates on your condition and treatment plan. • The specialist's services are part of the benefits covered by California Health & Wellness. In most cases, we will make a decision about the within five (5) working days. If we do not have all of the information we need to make a decision, it may take fourteen (14) more days. If you think you need a standing referral, talk to your PCP. For more information on specialty providers or extended referrals, call Member Services at 1-877-658-0305 (V/TTY: 711). If we are not able to make a decision within five (5) working days, we will send you a letter. We will let you know the reason we cannot make a decision yet. Also, we will let you know when we expect to be able to make the decision. Some of the reasons we would need more time to make a decision may include, but are not limited to: • We need more information from your doctor. • You may to get more tests done. • We want to consult with another doctor. Once we get all of the information we need, we will make a decision within the timeframes shown above. NOTE: If your specialist refers you to another specialist, your may need to obtain authorization by California Health & Wellness and your PCP.\n\n## When do I need California Health & Wellness to approve/authorize my care?\n\nYou have to get California Health & Wellness approval for: • • Hospitalization (but not for emergency and urgent care services) Services out of the California Health & Wellness service area (but not for emergency and urgent care services) California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 22""]","California Health & Wellness requires authorization for hospitalization, but not for emergency or urgent care services. If your specialist refers you to another specialist, you may need to obtain authorization from California Health & Wellness and your primary care physician (PCP).  To request authorization, you should contact Member Services at 1-877-658-0305. 
","California Health & Wellness needs to authorize hospitalization and services out of their service area, but not for emergency and urgent care services. If referred to another specialist, you may need to obtain authorization from California Health & Wellness and your PCP.",0.7752551743097722,0.9112196340702102,0.9999999999,1.0,1.0
42,What's the contact number for the California Smokers' Helpline supporting pregnant women quitting smoking?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • To restore and achieve breast symmetry after a mastectomy or lymph node dissection (including prosthesis and surgery due to complications).\n\n## Skilled Nursing Facility and Intermediate Care Facility Services\n\nWe cover sub-acute facility services if the facility has a contract with California Health & Wellness. For a list of facilities contracting with California Health & Wellness, see the Provider Directory. We cover the month of admission plus one (1) month if your PCP and California Health & Wellness agree these services are medically necessary and can replace care in an acute care facility. If you need services for a longer consecutive period, you will continue to be enrolled in the Medi-Cal Fee-for-service Program. You will be dis-enrolled from California Health & Wellness.\n\n## Speech Therapy\n\nWe cover speech therapy if your PCP prescribes it to treat social, behavioral or cognitive delays in speech or language development.\n\n## Temporomandibular Joint (TMJ) Disease\n\nTMJ is a disease of the temporomandibular joint that connects the lower jaw to the skull. We cover medically necessary surgery or treatment of TMJ disease only to realign the jaw, and not for a dental disorder.\n\n## Tobacco Cessation\n\nQuitting tobacco is one of the best things you can do to live a healthier life. California Health & Wellness cares about your health and offers the following services and tools to help you quit for good.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com73\n\n# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Counseling\n\nWe cover individual, group and telephone counseling for members of any age who want to quit using tobacco. Four (4) counseling sessions that are at least 10 minutes long, are covered for two separate quit attempts each year, without prior authorization.\n\n## Medications\n\nWe cover these medications to help you quit: • bupropion SR • Varenicline • nicotine gum • nicotine inhaler • nicotine lozenge • nicotine nasal spray • nicotine patch Adults of any age, who are not pregnant, can get two (2) 90-day treatment regimens each year. Some of these medications may need prior approval. Please see the “How to Obtain Prescription Drugs"" section of this handbook to learn about getting prior approval.\n\n## Pregnant Tobacco Users\n\nTobacco cessation medications are not recommended while you are pregnant. If you use tobacco and are pregnant, you can use the counseling services or call any of the resources listed below to help you quit.\n\n## Quitlines and Resources\n\n• California Smokers\' Helpline: 1-800-NO-BUTTS • California Health & Wellness Tobacco Cessation Program: 1-877-658-0305California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 74']","The contact number for the California Smokers' Helpline is 1-800-NO-BUTTS. This helpline provides support for pregnant women who are trying to quit smoking. They offer counseling and resources to help you quit for good. 
",The contact number for the California Smokers' Helpline supporting pregnant women quitting smoking is 1-800-NO-BUTTS.,0.7453660682848106,0.9496772750665023,0.9999999999,1.0,0.5
43,How to find the latest list of providers in the California Health & Wellness network for choosing a PCP?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness At California Health & Wellness, we want to make it easy for you to find a PCP to match your health care needs. Here are three (3) simple ways to find a provider in our network: 1. Online. You can use our Find a Provider tool on our website at www.CAHealthWellness.com. This is our most updated list of providers. 2. By Phone. You can call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877- 658-0305) and we can help you find a doctor. 3. In a Printed Provider Directory. You can use the printed Provider Directory that was in your new Member packet or you can request a copy, at no charge, by calling Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). The Find a Provider tool at www.CAHealthWellness.com and printed Provider Directory includes information about PCPs, specialists, family planning providers, pharmacies, FQHCs, Rural Health Centers and hospitals. Both are available free of charge and contain the names, location, office hours and telephone numbers of providers contracted with California Health & Wellness. They also contain information on whether the provider and/or his/her staff speak languages other than English. The Find a Provider tool and printed Provider Directory show you which providers are taking new patients. Providers who are not accepting new patients are marked as not accepting new patients. If you were with a provider before you enrolled in our health plan, that provider may let you continue as a patient. If a PCP's office is closed to new patients, you will have to select another PCP. This information changes often. You can call a provider to see if he/she is taking new patients or call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). We will help you find a doctor. If your doctor is not with us yet, let us know. We will work to get them added to our network. If at any time you have questions or want to know more about the professional qualifications of network doctors and specialists, such as their medical school, residency completed and board certification status, call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305). California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 15""]","The most up-to-date list of providers in the California Health & Wellness network is available online through the ""Find a Provider"" tool on their website, www.CAHealthWellness.com. This tool is updated regularly and includes information about PCPs, specialists, and other healthcare providers. You can also find a printed provider directory in your new member packet or request a copy by calling Member Services at 1-877-658-0305. 
",You can find the latest list of providers in the California Health & Wellness network for choosing a PCP by using the 'Find a Provider' tool on the www.CAHealthWellness.com website. This tool provides the most updated list of providers in the network.,0.9905338705804113,0.9529428117434858,0.9999999999,1.0,1.0
44,"How does California Health & Wellness inform about service approval or denial, considering decision timeframes and provider information needs?","['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness • Outpatient surgery, • Long-term therapy • Specialized treatments\n\n## How do I get California Health & Wellness approval?\n\nYour PCP or specialist will ask us for approval before you get the services. When you need care, always start with a call to your PCP, except in medical emergencies. Some covered services may require approval by California Health & Wellness before services are provided (called “prior approval""). This includes services or visits to an out of network provider and some specialists. Home health services and some surgeries also need to be reviewed. Your doctor can tell you if a service needs review. The list of services needing approval is on the California Health & Wellness website at www.CAHealthWellness.com. You can also call Member Services at 1-877- 658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305) to see if something needs to be reviewed by California Health & Wellness.\n\n## How long does it take to get California Health & Wellness approval?\n\nYour doctor will give us information about why you need the service. California Health & Wellness will look to see if the service is covered and that it is appropriate. We will make a decision regarding your provider\'s request for authorization as soon as possible based upon your medical condition, and no longer than five (5) business days from receiving the request and all of the necessary clinical information. However, if the request is urgent, we will make a decision within 72 hours of the receipt of the request. If we are not able to make a decision within these timeframes, we will send you a letter. We will let you know the reason we cannot make a decision yet. Also, we will let you know when we expect to be able to make the decision. Some of the reasons we would need more time to make a decision include: • We need more information from your doctor. • You may to get more tests done. • We want to consult with another doctor. Once we get all of the information we need, we will make a decision within the timeframes shown above We will let you and your doctor know if the service is approved or denied. We will send you a letter within two (2) business days after we make our decision. We will let your doctor know within 24 hours after we make the decision. If you or your doctor are not happy with the California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com 23']","California Health & Wellness will notify you and your doctor about the approval or denial of a service within two business days of making a decision.  They will send you a letter explaining the decision, and they will inform your doctor within 24 hours.  The decision timeframe depends on the urgency of the request, with urgent requests being reviewed within 72 hours and non-urgent requests being reviewed within five business days. 
","California Health & Wellness informs about service approval or denial by making a decision based on the medical condition within specific timeframes. If more time is needed, they will communicate the reasons for the delay and provide an expected timeline. Reasons for delay may include the need for more information from the doctor, additional tests, or consultation with another doctor. Once a decision is made, they will notify the individual and their doctor within specified timeframes.",0.7095894681484186,0.9481817810326115,0.9999999999,1.0,1.0
45,What service is available through the 24-hour Nurse Line?,"[""# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness\n\n## Member Online Health Account\n\nAs a California Health & Wellness Member, you can get important, personalized health information and helpful tools online. You can use this online health account to: • Change your primary care provider (PCP) • Contact a plan representative • Complete a Health Risk Screening • View your benefit summary • And more Create your own personal online health account at www.CAHealthWellness.com. It's quick. It's easy. And there is no cost to you. All you need is your birth date and Member ID number to get started. If you need help setting up this online health account, call Member Services at 1- 877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658-0305).\n\n## 24-hour Nurse Line\n\n24-hour Nurse Line is the California Health & Wellness free health information phone line and can be reached by calling 1-877-658-0305. 24-hour Nurse Line is ready to answer your health questions 24 hours a day, every day of the year. 24-hour Nurse Line is staffed with registered nurses who are able to answer your healthcare questions. The services listed below are available by calling 24-hour Nurse Line: • Medical advice • Advice about a sick child • Help with scheduling PCP appointments • Health information library • Answers to questions about your health Sometimes you may not be sure if you need to go to the emergency room. You can call your PCP or 24-hour Nurse Line and they can help you decide where to go for care. If you have an emergency, call 911 or go to the nearest emergency room.California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number).www.CAHealth Wellness.com 88\n\n# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness""]","The 24-hour Nurse Line provides a variety of services, including medical advice, advice about a sick child, help with scheduling PCP appointments, access to a health information library, and answers to questions about your health. You can call the Nurse Line at 1-877-658-0305, 24 hours a day, 7 days a week. 
","24-hour Nurse Line nurses are available 24 hours a day, 7 days a week.",0.4984516009262427,0.9825849420705787,0.9999999999,1.0,1.0
46,What emergency medical services does California Health & Wellness cover without approval and at no cost?,"['# Member Handbook Combined Evidence of Coverage & Disclosure Form\n\ncalifornia health & wellness If you are outside of the California Health & Wellness service area and need urgent care, you must call California Health & Wellness within 24 hours of receiving urgent services or as soon as you are able to.\n\n## How do I get emergency care?\n\nIf you think you have a health emergency, call 911. You are not required to call your doctor before you go to the emergency room. Do not use the emergency room for routine (regular) healthcare. California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, whether provided inside or outside of the California Health & Wellness service area. Emergency services do not need approval from California Health & Wellness and are provided at no cost to you. Emergency services include treatment of an injury or an onset of what reasonably appears to be an emergency medical condition. An emergency arises when the lack of medical attention could be expected to result in jeopardy to your health or, in the case of a pregnant woman, the health of her unborn child. It is okay if the hospital does not belong to the California Health & Wellness network. You can use any hospital if it is an emergency. You or someone acting on your behalf MUST call your PCP and California Health & Wellness within 24 hours of admission or as soon as reasonably possible. This helps your PCP to provide or arrange for any follow-up care that you may need. We will help you get follow-up care. Call Member Services at 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the Member Services number: 1-877-658- 0305).California Health & Wellness, 1740 Creekside Oaks Drive, Suite 200, Sacramento, CA 95833 1-877-658-0305 (For TTY, contact California Relay by dialing 711 and provide the 1-877-658-0305 number). www.CAHealth Wellness.com27']","California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, whether provided inside or outside of the California Health & Wellness service area. These services do not require approval from California Health & Wellness and are provided at no cost to you. This includes treatment of an injury or an onset of what reasonably appears to be an emergency medical condition. 
","California Health & Wellness covers emergency medical services 24 hours a day, 7 days a week, whether provided inside or outside of the California Health & Wellness service area. Emergency services do not need approval from California Health & Wellness and are provided at no cost to you.",0.8910300701481505,0.945349212907998,0.9999999999,1.0,1.0
